model,Body_Type,transmission,No_of_owners,centralVariantId,oem,modelYear,Mileage,Fuel_Type,Kilometer,price,City,Car_Age
TUV,SUV,Manual,1,3755,Mahindra,2017,18.49,Diesel,31450,890000,Chennai,7
Q3,SUV,Automatic,1,99,Audi,2013,15.73,Diesel,90000,1350000,Chennai,11
C-Class,Sedan,Automatic,2,4697,Mercedes-Benz,2012,14.74,Petrol,36000,1220000,Chennai,12
Q3,SUV,Automatic,2,5905,Audi,2017,15.73,Diesel,40000,2400000,Chennai,7
CR-V,SUV,Automatic,1,1316,Honda,2017,13.7,Petrol,95000,1650000,Chennai,7
i20,Hatchback,Manual,2,1627,Hyundai,2010,18.5,Petrol,107280,275000,Chennai,14
Kicks,SUV,Manual,1,6761,Nissan,2019,20.45,Diesel,45700,1050000,Chennai,5
Punto,Hatchback,Manual,1,5278,Fiat,2013,20.3,Diesel,74686,295000,Chennai,11
Celerio,Hatchback,Manual,1,10356,Maruti,2018,25.24,Petrol,119004,461000,Chennai,6
Venue,SUV,Manual,1,6943,Hyundai,2019,23.7,Diesel,117079,719000,Chennai,5
Jazz,Hatchback,Manual,1,1335,Honda,2017,18.7,Petrol,35000,550000,Chennai,7
Santro,Hatchback,Manual,1,1725,Hyundai,2012,17.92,Petrol,76730,287000,Chennai,12
Venue,SUV,Manual,1,7924,Hyundai,2022,18,Petrol,21123,1035000,Chennai,2
Corolla,Sedan,Automatic,1,2140,Toyota,2014,14.28,Petrol,98000,875000,Chennai,10
Tiago,Hatchback,Manual,1,2974,Tata,2018,23.84,Petrol,69684,445000,Chennai,6
Duster,SUV,Automatic,1,7966,Renault,2020,16.42,Petrol,16600,1190000,Chennai,4
Vento,Sedan,Manual,2,1998,Volkswagen,2016,16.09,Petrol,90403,540000,Chennai,8
Polo,Hatchback,Manual,3,1940,Volkswagen,2016,20.14,Diesel,81009,584000,Chennai,8
Taigun,SUV,Manual,1,8613,Volkswagen,2021,17.88,Petrol,16500,1770000,Chennai,3
Tiago,Hatchback,Manual,2,2968,Tata,2017,27.28,Diesel,84741,430000,Chennai,7
TUV,SUV,Manual,1,6465,Mahindra,2018,18.49,Diesel,51122,990000,Chennai,6
E-Class,Sedan,Automatic,2,4570,Mercedes-Benz,2016,13,Diesel,60000,2650000,Chennai,8
Figo,Hatchback,Manual,4,1043,Ford,2010,20,Diesel,96094,120000,Chennai,14
Swift,Hatchback,Automatic,1,6190,Maruti,2018,22,Petrol,42891,620000,Chennai,6
Duster,SUV,Manual,1,5050,Renault,2018,19.87,Diesel,59100,890000,Chennai,6
Nexon,SUV,Automatic,1,6364,Tata,2018,17,Petrol,55913,801000,Chennai,6
Tiguan,SUV,Automatic,1,5849,Volkswagen,2017,16.65,Diesel,65000,2050000,Chennai,7
3,Sedan,Automatic,1,6630,BMW,2019,21.76,Diesel,60000,3575000,Chennai,5
Seltos,SUV,Automatic,1,7121,Kia,2022,18,Diesel,10000,1900000,Delhi,2
Creta,SUV,Manual,2,1449,Hyundai,2016,15.29,Petrol,57437,762000,Delhi,8
GLC,SUV,Automatic,1,6837,Mercedes-Benz,2020,12.74,Petrol,8000,5600000,Delhi,4
Swift,Hatchback,Manual,2,10403,Maruti,2018,22.38,Petrol,28151,523000,Delhi,6
Creta,SUV,Manual,1,5362,Hyundai,2017,15.29,Petrol,60000,765000,Delhi,7
Sonet,SUV,Manual,1,8000,Kia,2021,18.4,Petrol,20000,894999,Delhi,3
Aura,Sedan,Manual,1,7333,Hyundai,2021,19.18624891,Cng,42682,708000,Delhi,3
Polo,Hatchback,Manual,1,1945,Volkswagen,2017,18.78,Petrol,44653,400000,Delhi,7
Grand,Hatchback,Manual,1,10098,Hyundai,2022,19.18624891,Cng,7000,725000,Delhi,2
Baleno,Hatchback,Manual,1,6776,Maruti,2019,21.01,Petrol,67823,663000,Delhi,5
Brio,Hatchback,Automatic,1,1193,Honda,2014,16.5,Petrol,50000,390000,Delhi,10
Kicks,SUV,Manual,1,6760,Nissan,2019,20.45,Diesel,97055,784000,Delhi,5
Camry,Sedan,Automatic,1,5636,Toyota,2017,19.16,Petrol,114000,2100000,Delhi,7
Sonet,SUV,Manual,1,8059,Kia,2022,19.18624891,Diesel,24000,1350000,Delhi,2
5,Sedan,Automatic,1,5871,BMW,2016,18.12,Diesel,30000,2350000,Delhi,8
Cooper,Hatchback,Automatic,1,8669,Mini,2023,19.18624891,Electric,6000,4600000,Delhi,1
Innova,MUV,Manual,1,8187,Toyota,2022,8,Petrol,7000,2250000,Delhi,2
Gloster,SUV,Automatic,1,8091,MG,2021,12.4,Diesel,34000,3500000,Delhi,3
X1,SUV,Automatic,1,337,BMW,2013,17.05,Diesel,29000,900000,Delhi,11
GLC,SUV,Automatic,1,6837,Mercedes-Benz,2020,12.74,Petrol,38000,5245000,Delhi,4
Safari,SUV,Manual,1,2876,Tata,2013,14,Diesel,150000,350000,Delhi,11
Venue,SUV,Manual,1,6949,Hyundai,2019,23.7,Diesel,83329,839000,Delhi,5
Zen,Hatchback,Manual,1,5765,Maruti,2008,18.2,Petrol,43000,120000,Delhi,16
Grand,Hatchback,Manual,1,7091,Hyundai,2022,20.7,Petrol,8000,750000,Delhi,2
Kushaq,SUV,Automatic,1,8478,Skoda,2021,17.2,Petrol,11404,1284000,Delhi,3
Creta,SUV,Manual,2,8179,Hyundai,2019,13,Petrol,70000,850000,Delhi,5
Altroz,Hatchback,Manual,1,10226,Tata,2023,23.64,Diesel,23000,869999,Delhi,1
Ignis,Hatchback,Manual,1,7586,Maruti,2022,20.89,Petrol,19044,634000,Delhi,2
7,Sedan,Automatic,1,5547,BMW,2017,12.5,Petrol,23500,7500000,Delhi,7
Creta,SUV,Manual,1,6430,Hyundai,2019,15.8,Petrol,17367,1250000,Delhi,5
Seltos,SUV,Manual,1,7114,Kia,2020,20.8,Diesel,3800,1325000,Delhi,4
3,Sedan,Automatic,1,6632,BMW,2017,15.34,Petrol,45000,3215000,Delhi,7
Grand,Hatchback,Automatic,2,1544,Hyundai,2014,18.9,Petrol,43124,421000,Delhi,10
XUV500,SUV,Manual,1,7799,Mahindra,2020,15.1,Diesel,20000,1300000,Delhi,4
Creta,SUV,Automatic,1,1444,Hyundai,2017,17.01,Diesel,60000,1000000,Delhi,7
Baleno,Hatchback,Manual,1,6779,Maruti,2018,21.01,Petrol,36000,600000,Delhi,6
Grand,Hatchback,Automatic,1,1544,Hyundai,2015,18.9,Petrol,44559,495000,Delhi,9
Hector,SUV,Manual,1,7908,MG,2022,14.025,Petrol,10000,2050000,Delhi,2
Altroz,Hatchback,Manual,1,8118,Tata,2021,19.33,Petrol,37587,627000,Delhi,3
Amaze,Sedan,Manual,1,1156,Honda,2016,17.8,Petrol,90000,340000,Delhi,8
i10,Hatchback,Manual,1,1591,Hyundai,2010,20.36,Petrol,73786,190000,Delhi,14
Corolla,Sedan,Automatic,1,6151,Toyota,2009,14.53,Petrol,50000,300000,Delhi,15
Swift,Hatchback,Manual,1,7084,Maruti,2018,21.21,Petrol,22000,575000,Delhi,6
Baleno,Hatchback,Automatic,1,6780,Maruti,2019,19.56,Petrol,38103,743000,Delhi,5
Ignis,Hatchback,Manual,1,7586,Maruti,2022,20.89,Petrol,15000,645000,Delhi,2
Innova,MUV,Automatic,1,2406,Toyota,2018,11.36,Diesel,69000,1700000,Delhi,6
Grand,Hatchback,Manual,2,1542,Hyundai,2013,18.9,Petrol,48327,359000,Delhi,11
Zen,Hatchback,Manual,1,5765,Maruti,2008,18.2,Petrol,40000,120000,Delhi,16
Seltos,SUV,Manual,1,7112,Kia,2020,16.5,Petrol,38967,1121000,Delhi,4
Seltos,SUV,Manual,1,7114,Kia,2020,20.8,Diesel,50000,1375000,Delhi,4
Baleno,Hatchback,Manual,1,6776,Maruti,2016,21.01,Petrol,33000,525000,Delhi,8
Etios,Sedan,Manual,1,2204,Toyota,2014,16.78,Petrol,70000,375000,Delhi,10
Wagon,Hatchback,Manual,3,4336,Maruti,2006,18.9,Petrol,120000,90000,Delhi,18
MU-X,SUV,Automatic,1,5734,Isuzu,2018,13.8,Diesel,72000,1698999,Delhi,6
Creta,SUV,Manual,1,5362,Hyundai,2017,15.29,Petrol,58511,894999,Delhi,7
Swift,Sedan,Manual,1,4242,Maruti,2014,23.4,Diesel,60000,409999,Delhi,10
Scorpio,SUV,Manual,3,6116,Mahindra,2019,16.36,Diesel,40000,1250000,Delhi,5
Swift,Hatchback,Manual,1,4160,Maruti,2019,22,Petrol,43500,525000,Delhi,5
Swift,Sedan,Manual,1,4224,Maruti,2019,17.5,Petrol,68192,625000,Delhi,5
XUV500,SUV,Manual,3,3812,Mahindra,2017,16,Diesel,100000,850000,Delhi,7
Jazz,Hatchback,Manual,1,1345,Honda,2015,27.3,Diesel,74872,340000,Delhi,9
Innova,MUV,Manual,1,8193,Toyota,2019,12,Diesel,47000,1750000,Delhi,5
Brezza,SUV,Manual,1,9186,Maruti,2022,19.89,Petrol,9000,1295000,Delhi,2
Polo,Hatchback,Manual,1,7140,Volkswagen,2019,18.78,Petrol,31000,699000,Delhi,5
Tiago,Hatchback,Manual,2,2971,Tata,2018,23.84,Petrol,33709,399000,Delhi,6
Ignis,Hatchback,Manual,1,5556,Maruti,2018,20.89,Petrol,123617,387000,Delhi,6
A6,Sedan,Automatic,1,61,Audi,2015,17.68,Diesel,31000,1475000,Delhi,9
Santro,Hatchback,Manual,1,6672,Hyundai,2019,19.18624891,Cng,45000,484999,Delhi,5
Wagon,Hatchback,Manual,1,6838,Maruti,2014,33.54,Cng,82000,295000,Delhi,10
Celerio,Hatchback,Automatic,1,3982,Maruti,2015,23.1,Petrol,36400,425000,Delhi,9
S-Class,Sedan,Automatic,2,6284,Mercedes-Benz,2017,13.5,Diesel,75000,7125000,Delhi,7
Brio,Hatchback,Manual,1,1188,Honda,2013,19.4,Petrol,69000,250000,Delhi,11
Linea,Sedan,Manual,1,754,Fiat,2015,20.4,Diesel,110000,350000,Delhi,9
Terrano,SUV,Automatic,1,5457,Nissan,2016,19.61,Diesel,62500,645000,Delhi,8
KWID,Hatchback,Manual,1,7428,Renault,2021,22.25,Petrol,20000,459999,Delhi,3
City,Sedan,Manual,2,1279,Honda,2014,17.4,Petrol,70307,458000,Delhi,10
Q5,SUV,Automatic,1,104,Audi,2015,14.16,Diesel,50000,1800000,Delhi,9
Ignis,Hatchback,Manual,1,5553,Maruti,2020,20.89,Petrol,30000,580000,Delhi,4
X5,SUV,Automatic,1,366,BMW,2017,15.97,Diesel,65000,4200000,Delhi,7
Ignis,Hatchback,Manual,2,7584,Maruti,2022,20.89,Petrol,4108,517000,Delhi,2
i20,Hatchback,Manual,1,7471,Hyundai,2020,18.6,Petrol,40000,750000,Delhi,4
i10,Hatchback,Manual,1,1568,Hyundai,2012,20.36,Petrol,91926,213000,Delhi,12
E-Class,Sedan,Automatic,1,4625,Mercedes-Benz,2014,13,Diesel,40000,1450000,Delhi,10
Ertiga,MUV,Manual,1,7669,Maruti,2021,19.18624891,Cng,40000,1100000,Delhi,3
Baleno,Hatchback,Manual,1,3962,Maruti,2019,21.4,Petrol,60000,611000,Delhi,5
Glanza,Hatchback,Manual,1,6902,Toyota,2021,21.01,Petrol,23200,745000,Delhi,3
Seltos,SUV,Automatic,1,7121,Kia,2021,18,Diesel,36000,1851000,Delhi,3
Grand,Hatchback,Manual,1,1524,Hyundai,2015,18.9,Petrol,50000,415000,Delhi,9
Compass,SUV,Manual,1,5929,Jeep,2017,17.1,Diesel,39000,1075000,Delhi,7
Baleno,Hatchback,Automatic,1,3964,Maruti,2016,21.4,Petrol,55000,550000,Delhi,8
Altroz,Hatchback,Manual,1,7247,Tata,2020,19.33,Petrol,55000,540000,Delhi,4
Triber,MUV,Manual,1,10068,Renault,2019,20,Petrol,24777,540000,Delhi,5
Vitara,SUV,Manual,1,4299,Maruti,2016,24.3,Diesel,50000,575000,Delhi,8
Wrangler,SUV,Automatic,1,7663,Jeep,2021,12.1,Petrol,15000,6200000,Delhi,3
Swift,Sedan,Manual,2,10244,Maruti,2012,22.41,Petrol,50854,286000,Delhi,12
A6,Sedan,Automatic,1,60,Audi,2014,17.68,Diesel,134000,890000,Delhi,10
Gloster,SUV,Automatic,1,8091,MG,2021,12.4,Diesel,33000,3449000,Delhi,3
Elantra,Sedan,Automatic,1,5383,Hyundai,2019,14.62,Petrol,34000,1280000,Delhi,5
Swift,Sedan,Manual,1,10244,Maruti,2014,22.41,Petrol,52515,356000,Delhi,10
Innova,MUV,Manual,1,8105,Toyota,2020,8,Petrol,45000,1950000,Delhi,4
A6,Sedan,Automatic,1,36,Audi,2015,18.53,Diesel,59000,2089999,Delhi,9
Linea,Sedan,Manual,2,775,Fiat,2009,16,Petrol,29582,114999,Delhi,15
Scorpio,SUV,Manual,1,10819,Mahindra,2023,19.18624891,Petrol,10000,1500000,Delhi,1
Corolla,Sedan,Automatic,1,5663,Toyota,2017,14.28,Petrol,41000,1190000,Delhi,7
KWID,Hatchback,Manual,2,5096,Renault,2017,25.17,Petrol,57806,295000,Delhi,7
City,Sedan,Automatic,1,5627,Honda,2019,18,Petrol,20000,1000000,Delhi,5
RediGO,Hatchback,Manual,1,5234,Datsun,2018,22.7,Petrol,66227,213000,Delhi,6
i10,Hatchback,Manual,3,1589,Hyundai,2010,19.81,Petrol,100000,135000,Delhi,14
Tiago,Hatchback,Automatic,2,5653,Tata,2019,23.84,Petrol,43220,595000,Delhi,5
Xcent,Sedan,Manual,1,1856,Hyundai,2015,18,Petrol,100000,300000,Delhi,9
KWID,Hatchback,Manual,2,5983,Renault,2018,23.01,Petrol,13500,425000,Delhi,6
Tigor,Sedan,Manual,2,5680,Tata,2016,23.84,Petrol,60000,330000,Delhi,8
Baleno,Hatchback,Manual,1,3962,Maruti,2016,21.4,Petrol,43929,478000,Delhi,8
Wagon,Hatchback,Manual,1,4321,Maruti,2017,20.51,Petrol,70000,450000,Delhi,7
XUV500,SUV,Manual,2,6353,Mahindra,2018,15.1,Diesel,70000,900000,Delhi,6
Baleno,Hatchback,Manual,1,6776,Maruti,2020,21.01,Petrol,50000,680000,Delhi,4
i10,Hatchback,Manual,3,1589,Hyundai,2010,19.81,Petrol,100000,135000,Delhi,14
KWID,Hatchback,Manual,1,5096,Renault,2018,25.17,Petrol,34250,385000,Delhi,6
Brio,Hatchback,Manual,2,1204,Honda,2012,19.4,Petrol,90000,240000,Delhi,12
Grand,Hatchback,Manual,1,7717,Hyundai,2020,19.18624891,Cng,64847,626000,Delhi,4
Creta,SUV,Manual,1,7697,Hyundai,2021,19.18624891,Diesel,50000,1350000,Delhi,3
Brio,Hatchback,Manual,2,1204,Honda,2012,19.4,Petrol,90000,240000,Delhi,12
i10,Hatchback,Manual,1,1569,Hyundai,2015,19.81,Petrol,62150,345000,Delhi,9
Ignis,Hatchback,Automatic,1,5555,Maruti,2018,20.89,Petrol,41200,505000,Delhi,6
Ecosport,SUV,Automatic,1,7921,Ford,2018,14.7,Petrol,67000,749000,Delhi,6
EON,Hatchback,Manual,2,1492,Hyundai,2011,21.1,Petrol,41705,140000,Delhi,13
Thar,SUV,Automatic,1,7959,Mahindra,2021,15.2,Petrol,9000,1500000,Delhi,3
GLA,SUV,Automatic,1,5887,Mercedes-Benz,2019,13.7,Petrol,27120,2995000,Delhi,5
Swift,Hatchback,Manual,1,4164,Maruti,2014,25.2,Diesel,120000,325000,Delhi,10
Swift,Hatchback,Manual,1,4174,Maruti,2017,20.4,Petrol,55000,430999,Delhi,7
Creta,SUV,Manual,1,6885,Hyundai,2017,15.8,Petrol,69000,780000,Delhi,7
i10,Hatchback,Manual,2,1591,Hyundai,2009,20.36,Petrol,90000,170000,Delhi,15
Glanza,Hatchback,Manual,1,6902,Toyota,2019,21.01,Petrol,40000,530000,Delhi,5
Vitara,SUV,Automatic,1,7571,Maruti,2021,18.76,Petrol,18432,949000,Delhi,3
Amaze,Sedan,Manual,1,5327,Honda,2016,17.8,Petrol,43584,479000,Delhi,8
Baleno,Hatchback,Manual,1,3962,Maruti,2017,21.4,Petrol,17665,562000,Delhi,7
Ecosport,SUV,Manual,2,892,Ford,2017,22.77,Diesel,70000,600000,Delhi,7
Tigor,Sedan,Manual,1,7373,Tata,2022,19.28,Petrol,10203,735000,Delhi,2
Grand,Hatchback,Manual,2,1552,Hyundai,2015,18.9,Petrol,70000,420000,Delhi,9
City,Sedan,Manual,1,1272,Honda,2015,16.8,Petrol,63000,549000,Delhi,9
Polo,Hatchback,Manual,2,1956,Volkswagen,2013,16.47,Petrol,45244,322000,Delhi,11
i10,Hatchback,Manual,2,1591,Hyundai,2009,20.36,Petrol,80000,180000,Delhi,15
Baleno,Hatchback,Manual,2,3962,Maruti,2016,21.4,Petrol,77611,472000,Delhi,8
Creta,SUV,Manual,1,1449,Hyundai,2016,15.29,Petrol,68000,715000,Delhi,8
A-Star,Hatchback,Manual,1,3894,Maruti,2012,19,Petrol,110000,220000,Delhi,12
City,Sedan,Manual,1,7259,Honda,2021,17.4,Petrol,30000,900000,Delhi,3
Innova,MUV,Automatic,1,8188,Toyota,2022,8,Petrol,15000,2550000,Delhi,2
City,Sedan,Manual,1,1272,Honda,2014,16.8,Petrol,67000,499000,Delhi,10
Pajero,SUV,Manual,1,3437,Mitsubishi,2014,13.5,Diesel,70000,857000,Delhi,10
Swift,Hatchback,Manual,2,4174,Maruti,2017,20.4,Petrol,34568,445000,Delhi,7
XUV700,SUV,Automatic,1,8629,Mahindra,2022,19.18624891,Petrol,10000,2350000,Delhi,2
Polo,Hatchback,Manual,1,1946,Volkswagen,2017,16.2,Petrol,54101,501000,Delhi,7
Etios,Hatchback,Manual,1,2211,Toyota,2015,23.59,Diesel,120000,400000,Delhi,9
Amaze,Sedan,Manual,1,6415,Honda,2016,19.5,Petrol,67000,440000,Delhi,8
Vento,Sedan,Automatic,2,2001,Volkswagen,2016,18.19,Petrol,88952,631000,Delhi,8
Wagon,Hatchback,Manual,1,7054,Maruti,2019,20.52,Petrol,65000,545000,Delhi,5
City,Sedan,Automatic,2,1276,Honda,2015,18,Petrol,69000,549000,Delhi,9
Wagon,Hatchback,Manual,1,4350,Maruti,2012,18.9,Petrol,50979,243000,Delhi,12
A4,Sedan,Automatic,2,18,Audi,2014,17.11,Diesel,95000,890000,Delhi,10
i20,Hatchback,Manual,1,1481,Hyundai,2016,18.6,Petrol,58696,546000,Delhi,8
X4,SUV,Automatic,1,8892,BMW,2022,12.81,Petrol,8000,6475000,Delhi,2
GLA,SUV,Automatic,1,7063,Mercedes-Benz,2019,17.9,Diesel,45000,2800000,Delhi,5
Venue,SUV,Automatic,1,7681,Hyundai,2022,18.15,Petrol,30000,1090000,Delhi,2
Ignis,Hatchback,Manual,1,7587,Maruti,2020,20.89,Petrol,44000,575000,Delhi,4
Rover,SUV,Automatic,1,9075,Land Rover,2023,9.2,Petrol,1600,13200000,Delhi,1
Swift,Sedan,Automatic,1,7713,Maruti,2022,22.61,Petrol,30000,800000,Delhi,2
Thar,SUV,Automatic,2,8076,Mahindra,2022,19.18624891,Diesel,35011,1651000,Delhi,2
Nexon,SUV,Manual,1,7988,Tata,2021,17.33,Petrol,18110,819999,Delhi,3
XUV500,SUV,Manual,1,3821,Mahindra,2014,15.1,Diesel,90000,545000,Delhi,10
WR-V,SUV,Manual,2,5475,Honda,2017,17.5,Petrol,24349,625000,Delhi,7
Creta,SUV,Manual,1,6434,Hyundai,2019,22.1,Diesel,60000,800000,Delhi,5
i20,Hatchback,Manual,1,1481,Hyundai,2017,18.6,Petrol,81711,599000,Delhi,7
Rover,SUV,Automatic,1,9075,Land Rover,2023,9.2,Petrol,101,13200000,Delhi,1
Tiago,Hatchback,Manual,1,8725,Tata,2022,19.18624891,Cng,30400,725000,Delhi,2
EON,Hatchback,Manual,2,1503,Hyundai,2013,21.1,Petrol,23961,216000,Delhi,11
Etios,Hatchback,Manual,1,5423,Toyota,2018,17.71,Petrol,66300,525000,Delhi,6
GLC,Coupe,Automatic,1,7662,Mercedes-Benz,2020,16.34,Diesel,38000,6950000,Delhi,4
Celerio,Hatchback,Manual,1,7721,Maruti,2019,21.63,Petrol,20802,480000,Delhi,5
Wagon,Hatchback,Manual,1,4369,Maruti,2013,20.51,Petrol,54420,276000,Delhi,11
S-Class,Sedan,Automatic,2,4729,Mercedes-Benz,2014,13.5,Diesel,72000,3450000,Delhi,10
RX,SUV,Automatic,1,7187,Lexus,2020,18.8,Petrol,19000,8800000,Delhi,4
Verna,Sedan,Manual,1,1832,Hyundai,2012,17.01,Petrol,92000,335000,Delhi,12
A3,Sedan,Automatic,1,7,Audi,2019,20.38,Diesel,24000,2290000,Delhi,5
Creta,SUV,Automatic,1,6432,Hyundai,2018,14.8,Petrol,59801,1150000,Delhi,6
Vitara,SUV,Automatic,1,7573,Maruti,2020,18.76,Petrol,32228,985000,Delhi,4
Outlander,SUV,Manual,3,3428,Mitsubishi,2012,11.3,Petrol,102788,1550000,Delhi,12
Amaze,Sedan,Manual,1,1155,Honda,2018,25.8,Diesel,88594,567000,Delhi,6
CLA,Sedan,Automatic,2,4547,Mercedes-Benz,2018,15.04,Petrol,21000,2775000,Delhi,6
Creta,SUV,Manual,2,1443,Hyundai,2017,19.67,Diesel,33756,880000,Delhi,7
WR-V,SUV,Manual,1,5668,Honda,2017,17.5,Petrol,38192,738000,Delhi,7
Carnival,MUV,Automatic,1,7343,Kia,2020,14.11,Diesel,50000,3050000,Delhi,4
Amaze,Sedan,Manual,1,1156,Honda,2017,17.8,Petrol,97411,469000,Delhi,7
Jazz,Hatchback,Automatic,1,7977,Honda,2021,17.1,Petrol,11077,935000,Delhi,3
Creta,SUV,Manual,2,1445,Hyundai,2020,19.67,Diesel,55000,1290000,Delhi,4
Rapid,Sedan,Automatic,1,3126,Skoda,2016,14.3,Petrol,43100,765000,Delhi,8
Ecosport,SUV,Manual,1,6093,Ford,2018,23,Diesel,82501,765000,Delhi,6
Baleno,Hatchback,Manual,1,3970,Maruti,2016,21.4,Petrol,91881,524000,Delhi,8
Swift,Hatchback,Manual,2,4174,Maruti,2017,20.4,Petrol,36000,380000,Delhi,7
Baleno,Hatchback,Automatic,2,5920,Maruti,2018,21.4,Petrol,62479,621000,Delhi,6
Scorpio,SUV,Manual,2,3628,Mahindra,2016,15.4,Diesel,53000,990000,Delhi,8
Brio,Hatchback,Manual,2,1188,Honda,2013,19.4,Petrol,51000,229999,Delhi,11
i20,Hatchback,Manual,1,1482,Hyundai,2015,18.6,Petrol,63774,549000,Delhi,9
Amaze,Sedan,Manual,1,5327,Honda,2017,17.8,Petrol,45000,475000,Delhi,7
Aura,Sedan,Manual,1,7327,Hyundai,2021,20.5,Petrol,21900,775000,Delhi,3
Verna,Sedan,Manual,1,1842,Hyundai,2016,17.01,Petrol,27381,649000,Delhi,8
Alto,Hatchback,Manual,2,3935,Maruti,2017,30.46,Cng,54147,290000,Delhi,7
Wagon,Hatchback,Manual,1,7583,Maruti,2020,32.52,Cng,56716,551000,Delhi,4
Rover,SUV,Automatic,2,4908,Land Rover,2017,12.65,Diesel,68000,7200000,Delhi,7
Wagon,Hatchback,Manual,2,6740,Maruti,2015,21.79,Petrol,49000,295000,Delhi,9
Swift,Sedan,Manual,1,4218,Maruti,2016,20.85,Petrol,63000,484999,Delhi,8
Indica,Hatchback,Manual,1,2514,Tata,2011,25,Diesel,77000,195000,Delhi,13
X1,SUV,Automatic,1,10064,BMW,2023,20.37,Diesel,3000,5400000,Delhi,1
Innova,MUV,Automatic,1,2406,Toyota,2019,11.36,Diesel,54000,1775000,Delhi,5
City,Sedan,Manual,1,7261,Honda,2018,17.4,Petrol,55000,825000,Delhi,6
Octavia,Sedan,Automatic,2,6121,Skoda,2018,15.1,Petrol,50000,1650000,Delhi,6
GLS,SUV,Automatic,1,7883,Mercedes-Benz,2022,19.18624891,Petrol,16000,13799999,Delhi,2
Verna,Sedan,Manual,2,5968,Hyundai,2019,17,Petrol,14598,1016000,Delhi,5
Fortuner,SUV,Automatic,2,2252,Toyota,2015,12.55,Diesel,96000,1195000,Delhi,9
Vitara,SUV,Manual,2,4300,Maruti,2018,24.3,Diesel,40190,736000,Delhi,6
Q7,SUV,Automatic,1,8778,Audi,2022,11.21,Petrol,8000,9100000,Delhi,2
Creta,SUV,Automatic,1,1444,Hyundai,2016,17.01,Diesel,80000,766000,Delhi,8
Creta,SUV,Manual,1,8179,Hyundai,2016,13,Petrol,46445,859000,Delhi,8
Innova,MUV,Manual,1,8105,Toyota,2022,8,Petrol,6000,1910000,Delhi,2
6,Sedan,Automatic,1,10573,BMW,2021,13.32,Petrol,26000,6900000,Delhi,3
Ciaz,Sedan,Manual,1,5724,Maruti,2017,20.73,Petrol,65083,704000,Delhi,7
M-Class,SUV,Automatic,2,4660,Mercedes-Benz,2014,11.74,Diesel,150000,1751000,Delhi,10
City,Sedan,Automatic,1,7905,Honda,2021,18.3,Petrol,5378,1443000,Delhi,3
City,Sedan,Automatic,1,1276,Honda,2016,18,Petrol,63001,765000,Delhi,8
A4,Sedan,Automatic,2,24,Audi,2014,17.11,Diesel,68000,950000,Delhi,10
Triber,MUV,Manual,1,7421,Renault,2022,20,Petrol,15000,675000,Delhi,2
Q5,SUV,Automatic,1,110,Audi,2017,13.22,Diesel,106180,2095000,Delhi,7
Harrier,SUV,Manual,1,9836,Tata,2020,16.35,Diesel,68000,1400000,Delhi,4
Creta,SUV,Automatic,1,10536,Hyundai,2022,19.18624891,Petrol,11000,1975000,Delhi,2
Creta,SUV,Manual,1,10523,Hyundai,2021,19.18624891,Petrol,24000,1095000,Delhi,3
City,Sedan,Manual,1,7261,Honda,2018,17.4,Petrol,55000,850000,Delhi,6
Thar,SUV,Manual,1,7961,Mahindra,2020,15.2,Diesel,12010,1485000,Delhi,4
Baleno,Hatchback,Manual,1,6777,Maruti,2020,21.01,Petrol,60665,621000,Delhi,4
Creta,SUV,Manual,2,7689,Hyundai,2021,19.18624891,Petrol,10000,1120000,Delhi,3
Ertiga,MUV,Manual,2,4050,Maruti,2012,20.77,Diesel,82896,727000,Delhi,12
CLS-Class,Coupe,Automatic,2,6682,Mercedes-Benz,2019,19,Diesel,35000,6500000,Delhi,5
Jimny,SUV,Automatic,1,9568,Maruti,2023,16.39,Petrol,1000,1725000,Delhi,1
City,Sedan,Manual,1,1279,Honda,2015,17.4,Petrol,57463,622000,Delhi,9
Creta,SUV,Manual,1,10525,Hyundai,2023,19.18624891,Petrol,3100,1310000,Delhi,1
XC60,SUV,Automatic,2,2098,Volvo,2020,11.2,Diesel,25000,5200000,Delhi,4
Ecosport,SUV,Manual,1,888,Ford,2016,15.85,Petrol,58716,625000,Delhi,8
i20,Hatchback,Manual,1,10100,Hyundai,2021,21,Petrol,27000,725000,Delhi,3
Baleno,Hatchback,Manual,1,3962,Maruti,2017,21.4,Petrol,51017,532000,Delhi,7
Cooper,Hatchback,Automatic,1,5181,Mini,2020,13.79,Petrol,25000,4300000,Delhi,4
Rover,SUV,Automatic,2,6985,Land Rover,2017,18,Petrol,33000,3645000,Delhi,7
Baleno,Hatchback,Manual,1,8674,Maruti,2022,22.35,Petrol,17000,710000,Delhi,2
Fortuner,SUV,Automatic,1,2252,Toyota,2014,12.55,Diesel,95000,1390000,Delhi,10
GLE,SUV,Automatic,2,10864,Mercedes-Benz,2020,19.18624891,Diesel,15000,7600000,Delhi,4
Ciaz,Sedan,Automatic,1,4009,Maruti,2016,19.12,Petrol,49000,690000,Delhi,8
A4,Sedan,Automatic,2,11,Audi,2015,15.64,Petrol,34000,2000000,Delhi,9
Swift,Sedan,Manual,1,4210,Maruti,2013,20.85,Petrol,70000,350000,Delhi,11
Sonet,SUV,Manual,1,8010,Kia,2020,18.2,Petrol,29100,1145000,Delhi,4
